student_id,topic,learning_style,difficulty_level,quiz_score,time_spent_minutes,attempts,engagement_score,next_content_level
5290,Computer Science,Textual,Hard,57.5,44.3,4,44.0,Medium
5291,Computer Science,Textual,Easy,37.2,39.1,1,35.3,Easy
5292,Biology,Practice,Hard,90.0,39.7,3,59.9,Hard
5293,Mathematics,Textual,Easy,73.6,27.9,2,49.2,Medium
5294,Physics,Textual,Hard,78.2,60.8,2,61.3,Medium
5295,Biology,Visual,Medium,62.7,52.3,4,49.0,Medium
5296,Mathematics,Visual,Easy,80.2,23.7,3,50.2,Hard
5297,Computer Science,Visual,Hard,61.2,41.8,1,48.1,Medium
5298,Computer Science,Visual,Easy,72.4,41.7,2,52.7,Medium
5299,Biology,Textual,Easy,71.6,51.0,5,52.1,Medium
5300,Computer Science,Visual,Easy,86.9,42.8,5,57.3,Hard
5301,Chemistry,Visual,Medium,79.7,61.3,3,61.2,Medium
5302,Biology,Practice,Hard,60.6,59.5,4,50.2,Medium
5303,Mathematics,Visual,Easy,79.0,78.1,1,67.9,Medium
5304,Biology,Textual,Medium,64.5,11.6,3,38.7,Medium
5305,Physics,Practice,Easy,57.8,65.5,3,51.6,Medium
5306,Biology,Textual,Hard,78.3,56.9,1,61.2,Medium
5307,Computer Science,Practice,Easy,72.9,42.4,2,53.2,Medium
5308,Computer Science,Visual,Easy,52.1,41.2,5,39.4,Medium
5309,Chemistry,Practice,Easy,62.3,43.7,2,48.3,Medium
5310,Chemistry,Practice,Medium,81.2,48.7,4,57.2,Hard
5311,Chemistry,Practice,Hard,75.8,36.9,1,54.0,Medium
5312,Mathematics,Visual,Medium,76.5,20.9,2,48.5,Medium
5313,Chemistry,Visual,Easy,97.7,37.2,3,63.0,Hard
5314,Mathematics,Visual,Medium,84.9,41.0,3,57.8,Hard
5315,Chemistry,Textual,Hard,68.2,53.6,4,52.2,Medium
5316,Mathematics,Practice,Easy,63.9,27.2,4,42.1,Medium
5317,Biology,Visual,Easy,59.8,54.6,1,51.3,Medium
5318,Biology,Textual,Easy,63.1,26.9,2,43.6,Medium
5319,Computer Science,Practice,Hard,46.0,51.0,3,41.3,Easy
5320,Mathematics,Textual,Medium,51.8,53.3,1,46.9,Medium
5321,Physics,Practice,Medium,79.9,43.0,1,57.8,Medium
5322,Computer Science,Practice,Easy,93.0,45.7,3,63.2,Hard
5323,Biology,Visual,Medium,70.8,55.5,2,56.0,Medium
5324,Mathematics,Textual,Hard,59.5,36.3,5,41.6,Medium
5325,Chemistry,Visual,Easy,18.9,49.6,4,26.3,Easy
5326,Physics,Textual,Hard,95.6,39.7,2,63.7,Hard
5327,Biology,Practice,Medium,49.9,68.3,5,46.4,Easy
5328,Computer Science,Practice,Easy,47.9,53.1,5,40.9,Easy
5329,Mathematics,Textual,Medium,65.5,29.3,3,44.5,Medium
5330,Physics,Visual,Hard,69.4,72.3,5,57.4,Medium
5331,Mathematics,Visual,Medium,70.2,60.0,4,55.1,Medium
5332,Chemistry,Textual,Hard,57.2,26.9,1,41.7,Medium
5333,Computer Science,Visual,Easy,76.2,22.1,2,48.7,Medium
5334,Mathematics,Textual,Medium,62.2,26.6,4,41.1,Medium
5335,Biology,Visual,Hard,62.5,30.3,5,41.3,Medium
5336,Computer Science,Visual,Hard,65.8,47.3,1,52.1,Medium
5337,Biology,Visual,Medium,59.8,46.2,1,48.8,Medium
5338,Mathematics,Practice,Medium,51.2,56.0,5,43.4,Medium
5339,Computer Science,Practice,Easy,52.2,40.3,4,40.2,Medium
5340,Biology,Textual,Easy,53.4,41.1,5,40.0,Medium
5341,Chemistry,Visual,Easy,76.8,46.7,2,56.4,Medium
5342,Chemistry,Textual,Easy,76.0,61.9,1,61.6,Medium
5343,Mathematics,Visual,Easy,66.0,16.6,3,41.0,Medium
5344,Computer Science,Textual,Easy,66.7,41.2,1,50.7,Medium
5345,Physics,Practice,Hard,87.5,64.8,5,64.2,Hard
5346,Computer Science,Textual,Medium,77.7,46.0,5,53.6,Medium
5347,Chemistry,Textual,Medium,93.5,40.6,3,61.9,Hard
5348,Biology,Textual,Hard,61.3,32.8,3,43.5,Medium
5349,Physics,Practice,Easy,52.5,58.5,1,48.8,Medium
5350,Mathematics,Practice,Medium,85.0,37.8,5,54.8,Hard
5351,Physics,Textual,Medium,69.7,37.7,1,51.2,Medium
5352,Mathematics,Visual,Easy,58.0,65.5,4,50.6,Medium
5353,Physics,Textual,Hard,77.3,29.3,5,48.4,Medium
5354,Mathematics,Visual,Easy,59.4,69.5,1,55.6,Medium
5355,Mathematics,Textual,Easy,80.3,47.5,5,55.4,Hard
5356,Physics,Textual,Easy,77.3,45.4,5,53.3,Medium
5357,Physics,Visual,Hard,66.6,49.3,2,52.1,Medium
5358,Mathematics,Visual,Hard,44.7,45.3,1,40.9,Easy
5359,Chemistry,Textual,Medium,56.2,37.1,5,40.2,Medium
5360,Physics,Practice,Medium,92.8,50.2,3,64.5,Hard
5361,Computer Science,Textual,Easy,96.2,37.7,3,62.4,Hard
5362,Biology,Practice,Medium,100.0,51.4,2,69.4,Hard
5363,Mathematics,Textual,Medium,76.0,79.7,5,62.9,Medium
5364,Mathematics,Textual,Easy,53.6,54.9,1,48.3,Medium
5365,Biology,Textual,Hard,90.1,42.2,1,62.7,Hard
5366,Chemistry,Textual,Easy,66.0,48.8,3,50.6,Medium
5367,Biology,Visual,Easy,59.8,40.2,4,44.0,Medium
5368,Physics,Textual,Hard,75.0,42.2,5,51.2,Medium
5369,Biology,Visual,Medium,98.5,43.3,2,66.2,Hard
5370,Mathematics,Visual,Medium,68.4,52.1,2,53.8,Medium
5371,Biology,Practice,Medium,70.3,58.6,5,53.7,Medium
5372,Computer Science,Visual,Medium,47.0,76.6,5,47.5,Easy
5373,Physics,Visual,Hard,71.6,54.7,2,56.2,Medium
5374,Biology,Textual,Hard,80.0,28.5,2,52.6,Hard
5375,Mathematics,Practice,Medium,68.7,25.8,1,47.1,Medium
5376,Physics,Textual,Hard,69.8,44.0,2,52.1,Medium
5377,Mathematics,Practice,Hard,73.4,60.0,3,57.7,Medium
5378,Chemistry,Practice,Medium,54.3,41.9,2,43.7,Medium
5379,Computer Science,Visual,Hard,35.8,42.1,2,34.5,Easy
5380,Chemistry,Textual,Medium,68.5,58.5,3,54.8,Medium
5381,Computer Science,Textual,Medium,66.6,44.6,3,49.7,Medium
5382,Biology,Practice,Easy,78.6,60.5,5,58.4,Medium
5383,Physics,Visual,Medium,100.0,22.4,2,60.7,Hard
5384,Biology,Visual,Hard,89.4,52.2,3,63.4,Hard
5385,Computer Science,Practice,Hard,39.1,18.4,1,30.1,Easy
5386,Computer Science,Textual,Hard,100.0,49.0,4,66.7,Hard
5387,Computer Science,Textual,Easy,80.0,58.5,3,60.6,Hard
5388,Mathematics,Textual,Medium,66.0,20.6,4,41.2,Medium
5389,Physics,Visual,Easy,92.1,10.6,2,53.2,Hard
5390,Biology,Textual,Easy,31.7,57.8,1,38.2,Easy
5391,Biology,Textual,Medium,61.8,51.7,1,51.4,Medium
5392,Chemistry,Practice,Medium,73.0,28.5,5,46.0,Medium
5393,Computer Science,Visual,Medium,71.0,48.7,5,51.1,Medium
5394,Computer Science,Practice,Medium,92.7,36.9,2,61.4,Hard
5395,Computer Science,Textual,Easy,87.7,42.3,3,59.5,Hard
5396,Biology,Visual,Easy,80.2,41.0,1,57.4,Hard
5397,Chemistry,Practice,Hard,65.8,25.0,2,44.4,Medium
5398,Mathematics,Visual,Easy,84.4,58.5,2,63.8,Hard
5399,Physics,Practice,Easy,61.0,29.1,3,42.2,Medium
5400,Mathematics,Practice,Hard,81.6,46.4,1,59.7,Hard
5401,Biology,Visual,Hard,59.1,54.8,1,51.0,Medium
5402,Computer Science,Visual,Hard,74.4,32.5,1,52.0,Medium
5403,Physics,Textual,Easy,48.2,40.9,5,37.4,Easy
5404,Biology,Textual,Easy,85.5,37.4,1,59.0,Hard
5405,Biology,Textual,Hard,63.3,70.9,4,54.9,Medium
5406,Biology,Visual,Hard,49.5,58.7,3,45.4,Easy
5407,Physics,Textual,Medium,55.5,56.4,1,49.7,Medium
5408,Physics,Visual,Easy,65.4,78.2,3,59.2,Medium
5409,Chemistry,Practice,Easy,56.3,50.3,3,46.2,Medium
5410,Chemistry,Practice,Easy,80.8,40.0,4,54.4,Hard
5411,Mathematics,Textual,Medium,65.8,23.4,1,44.9,Medium
5412,Physics,Practice,Easy,84.0,34.5,3,55.4,Hard
5413,Physics,Visual,Hard,65.8,47.4,1,52.1,Medium
5414,Physics,Visual,Easy,80.8,59.0,4,60.1,Hard
5415,Chemistry,Textual,Hard,70.1,35.2,5,46.6,Medium
5416,Biology,Textual,Easy,66.1,68.8,5,54.7,Medium
5417,Computer Science,Textual,Medium,54.4,21.9,5,34.8,Medium
5418,Chemistry,Practice,Easy,71.0,39.4,5,48.3,Medium
5419,Physics,Practice,Hard,81.0,51.1,2,59.8,Hard
5420,Chemistry,Textual,Medium,59.7,47.0,3,47.0,Medium
5421,Mathematics,Practice,Easy,69.8,52.2,2,54.6,Medium
5422,Physics,Visual,Hard,61.7,46.9,1,49.9,Medium
5423,Mathematics,Visual,Medium,99.0,54.7,5,66.9,Hard
5424,Physics,Practice,Hard,74.7,41.3,1,54.7,Medium
5425,Chemistry,Textual,Hard,71.3,40.5,4,49.8,Medium
5426,Biology,Textual,Hard,62.7,32.6,3,44.1,Medium
5427,Computer Science,Visual,Easy,83.3,77.6,4,66.9,Hard
5428,Mathematics,Textual,Easy,70.0,43.8,3,51.1,Medium
5429,Chemistry,Visual,Hard,69.0,51.5,4,52.0,Medium
5430,Biology,Textual,Medium,68.9,41.8,4,49.0,Medium
5431,Chemistry,Visual,Easy,53.4,68.9,3,50.4,Medium
5432,Mathematics,Visual,Hard,92.4,44.8,1,64.6,Hard
5433,Computer Science,Textual,Easy,83.8,49.9,4,58.9,Hard
5434,Chemistry,Visual,Hard,70.1,31.9,3,47.6,Medium
5435,Physics,Practice,Hard,68.5,71.4,3,58.7,Medium
5436,Biology,Visual,Hard,56.8,48.3,4,44.9,Medium
5437,Chemistry,Visual,Easy,47.9,72.0,1,50.6,Easy
5438,Biology,Textual,Medium,56.8,36.0,5,40.2,Medium
5439,Physics,Textual,Medium,87.2,38.4,2,59.1,Hard
5440,Computer Science,Visual,Medium,64.2,37.1,5,44.2,Medium
5441,Computer Science,Visual,Easy,86.2,40.7,4,57.3,Hard
5442,Physics,Practice,Medium,69.5,55.1,4,53.3,Medium
5443,Biology,Textual,Medium,57.0,14.3,3,35.8,Medium
5444,Chemistry,Textual,Medium,59.0,44.3,1,47.8,Medium
5445,Physics,Textual,Hard,73.7,33.3,1,51.8,Medium
5446,Mathematics,Visual,Medium,45.7,31.7,4,34.4,Easy
5447,Biology,Textual,Easy,58.5,52.0,1,49.8,Medium
5448,Computer Science,Textual,Medium,63.2,49.5,2,50.4,Medium
5449,Physics,Practice,Hard,82.3,57.9,1,63.5,Hard
5450,Computer Science,Visual,Easy,74.2,50.8,1,57.3,Medium
5451,Biology,Practice,Medium,72.8,47.7,3,53.7,Medium
5452,Computer Science,Visual,Easy,77.0,36.6,4,51.5,Medium
5453,Physics,Visual,Medium,85.5,31.1,1,57.1,Hard
5454,Biology,Visual,Hard,70.8,54.0,4,53.6,Medium
5455,Mathematics,Visual,Hard,54.5,41.2,1,44.6,Medium
5456,Physics,Practice,Medium,72.8,51.0,1,56.7,Medium
5457,Chemistry,Textual,Hard,57.4,44.9,1,47.2,Medium
5458,Physics,Visual,Hard,39.0,14.3,3,26.8,Easy
5459,Biology,Practice,Hard,72.8,52.3,1,57.1,Medium
5460,Physics,Practice,Medium,77.8,35.6,5,50.6,Medium
5461,Mathematics,Practice,Medium,75.2,58.0,2,59.0,Medium
5462,Mathematics,Practice,Medium,77.6,17.1,1,48.9,Medium
5463,Chemistry,Visual,Easy,86.7,73.5,5,66.4,Hard
5464,Computer Science,Practice,Medium,55.5,36.1,4,40.6,Medium
5465,Biology,Practice,Hard,64.2,52.1,3,50.7,Medium
5466,Biology,Practice,Hard,50.7,34.3,4,37.6,Medium
5467,Computer Science,Practice,Hard,76.7,36.4,3,52.3,Medium
5468,Mathematics,Textual,Easy,88.4,55.3,4,62.8,Hard
5469,Mathematics,Practice,Medium,61.8,42.0,4,45.5,Medium
5470,Physics,Visual,Easy,80.8,43.0,2,57.3,Hard
5471,Chemistry,Visual,Easy,58.5,57.7,2,50.6,Medium
5472,Chemistry,Visual,Hard,79.7,47.8,2,58.2,Medium
5473,Chemistry,Practice,Medium,36.5,51.7,4,35.8,Easy
5474,Physics,Visual,Hard,92.8,35.6,3,60.1,Hard
5475,Chemistry,Textual,Easy,53.6,55.0,2,47.3,Medium
5476,Computer Science,Textual,Medium,72.5,46.7,3,53.3,Medium
5477,Physics,Practice,Hard,91.1,51.5,3,64.0,Hard
5478,Computer Science,Textual,Easy,52.5,50.5,1,46.4,Medium
5479,Physics,Practice,Easy,96.4,61.9,5,67.8,Hard
5480,Chemistry,Practice,Easy,100.0,52.6,4,67.8,Hard
5481,Computer Science,Textual,Medium,80.3,27.6,5,49.4,Hard
5482,Computer Science,Textual,Hard,70.3,36.1,4,48.0,Medium
5483,Computer Science,Practice,Hard,67.2,48.4,3,51.1,Medium
5484,Physics,Practice,Hard,78.6,51.0,5,55.6,Medium
5485,Biology,Practice,Hard,81.2,25.1,1,53.1,Hard
5486,Chemistry,Visual,Hard,39.8,30.1,5,29.9,Easy
5487,Computer Science,Practice,Medium,65.7,61.4,5,52.3,Medium
5488,Biology,Textual,Medium,61.2,74.5,1,58.0,Medium
5489,Chemistry,Textual,Medium,59.1,20.2,1,40.6,Medium
5490,Chemistry,Practice,Hard,59.4,48.9,2,48.4,Medium
5491,Computer Science,Visual,Easy,50.6,45.7,4,41.0,Medium
5492,Computer Science,Practice,Easy,93.2,60.2,3,67.7,Hard
5493,Physics,Textual,Hard,61.2,52.4,5,47.3,Medium
5494,Biology,Practice,Easy,67.8,57.4,5,52.1,Medium
5495,Biology,Visual,Hard,65.3,10.8,3,38.9,Medium
5496,Computer Science,Textual,Hard,61.8,44.9,1,49.4,Medium
5497,Chemistry,Practice,Easy,76.3,31.4,1,52.6,Medium
5498,Computer Science,Visual,Hard,65.3,31.8,5,43.2,Medium
5499,Chemistry,Visual,Hard,79.1,26.6,5,48.5,Medium
5500,Chemistry,Practice,Easy,93.6,48.4,3,64.3,Hard
5501,Computer Science,Visual,Hard,53.5,50.0,3,44.8,Medium
5502,Mathematics,Practice,Hard,74.8,54.5,4,55.8,Medium
5503,Biology,Visual,Easy,74.4,39.0,1,53.9,Medium
5504,Chemistry,Textual,Easy,52.4,65.8,2,49.9,Medium
5505,Chemistry,Practice,Easy,79.7,31.0,2,53.2,Medium
5506,Mathematics,Textual,Easy,66.1,23.5,3,43.1,Medium
5507,Physics,Textual,Easy,93.7,48.3,4,63.3,Hard
5508,Mathematics,Textual,Hard,85.0,34.7,5,53.9,Hard
5509,Mathematics,Practice,Medium,70.0,53.0,3,53.9,Medium
5510,Chemistry,Visual,Hard,66.8,35.1,3,46.9,Medium
5511,Biology,Textual,Easy,96.0,36.3,3,61.9,Hard
5512,Mathematics,Visual,Medium,61.3,35.1,2,45.2,Medium
5513,Physics,Textual,Medium,74.0,34.0,3,50.2,Medium
5514,Computer Science,Visual,Hard,69.0,45.0,4,50.0,Medium
5515,Mathematics,Textual,Medium,87.9,48.6,2,62.5,Hard
5516,Mathematics,Textual,Medium,89.1,34.0,4,56.8,Hard
5517,Physics,Visual,Hard,78.1,27.4,2,51.3,Medium
5518,Biology,Visual,Easy,62.1,52.5,4,48.8,Medium
5519,Mathematics,Practice,Easy,67.7,50.8,1,54.1,Medium
5520,Mathematics,Textual,Medium,51.5,55.7,1,47.5,Medium
5521,Biology,Practice,Hard,73.7,29.3,2,49.6,Medium
5522,Physics,Practice,Easy,57.9,32.6,1,43.7,Medium
5523,Mathematics,Visual,Medium,100.0,57.3,5,68.2,Hard
5524,Biology,Textual,Medium,61.8,58.4,4,50.4,Medium
5525,Mathematics,Visual,Hard,85.4,38.9,2,58.4,Hard
5526,Computer Science,Practice,Easy,92.9,30.7,1,60.7,Hard
5527,Chemistry,Practice,Easy,82.4,34.5,2,55.6,Hard
5528,Computer Science,Textual,Medium,62.4,30.5,5,41.4,Medium
5529,Mathematics,Practice,Medium,61.3,57.0,2,51.8,Medium
5530,Physics,Visual,Hard,100.0,55.7,2,70.7,Hard
5531,Chemistry,Textual,Medium,99.6,46.2,3,66.7,Hard
5532,Computer Science,Practice,Hard,74.6,34.8,3,50.7,Medium
5533,Biology,Visual,Hard,64.9,31.8,3,45.0,Medium
5534,Physics,Visual,Hard,56.9,35.8,3,42.2,Medium
5535,Computer Science,Textual,Medium,60.7,31.7,4,41.9,Medium
5536,Biology,Practice,Hard,80.7,48.4,5,55.9,Hard
5537,Mathematics,Textual,Easy,100.0,56.4,2,70.9,Hard
5538,Biology,Practice,Hard,68.2,56.9,5,52.2,Medium
5539,Computer Science,Visual,Medium,88.0,31.7,2,57.5,Hard
5540,Computer Science,Textual,Hard,83.5,36.0,3,55.6,Hard
5541,Mathematics,Practice,Medium,65.6,36.7,4,45.8,Medium
5542,Biology,Visual,Hard,85.0,60.3,2,64.6,Hard
5543,Biology,Textual,Hard,85.5,25.0,2,54.2,Hard
5544,Mathematics,Visual,Hard,83.8,45.0,1,60.4,Hard
5545,Biology,Visual,Hard,63.8,31.9,4,43.5,Medium
5546,Mathematics,Visual,Easy,80.8,42.1,4,55.0,Hard
5547,Physics,Practice,Easy,87.8,55.4,4,62.5,Hard
5548,Computer Science,Textual,Hard,84.3,40.2,5,55.2,Hard
5549,Physics,Practice,Hard,86.2,33.7,3,56.2,Hard
5550,Chemistry,Textual,Medium,67.0,56.2,1,55.4,Medium
5551,Chemistry,Textual,Medium,86.1,46.9,5,58.1,Hard
5552,Chemistry,Textual,Easy,89.4,52.2,3,63.4,Hard
5553,Mathematics,Practice,Medium,63.1,49.0,2,50.2,Medium
5554,Biology,Practice,Medium,49.2,26.8,1,37.6,Easy
5555,Physics,Practice,Easy,94.5,64.6,5,67.6,Hard
5556,Physics,Visual,Easy,63.1,42.0,1,49.2,Medium
5557,Physics,Textual,Medium,58.9,57.6,3,49.7,Medium
5558,Physics,Textual,Medium,73.2,39.7,5,49.5,Medium
5559,Chemistry,Practice,Easy,66.0,53.5,5,50.0,Medium
5560,Physics,Visual,Medium,41.1,60.2,1,43.6,Easy
5561,Biology,Visual,Hard,83.4,58.2,2,63.2,Hard
5562,Chemistry,Textual,Medium,83.0,46.6,2,59.5,Hard
5563,Physics,Visual,Hard,54.5,39.9,2,43.2,Medium
5564,Mathematics,Visual,Hard,69.6,23.9,3,45.0,Medium
5565,Computer Science,Practice,Easy,54.7,26.4,1,40.3,Medium
5566,Computer Science,Textual,Easy,57.1,61.7,3,50.1,Medium
5567,Computer Science,Practice,Medium,61.0,32.6,3,43.3,Medium
5568,Chemistry,Practice,Medium,77.9,57.1,2,60.1,Medium
5569,Physics,Visual,Medium,100.0,58.7,2,71.6,Hard
5570,Chemistry,Textual,Easy,63.8,51.8,2,51.4,Medium
5571,Biology,Visual,Medium,82.6,50.9,1,61.6,Hard
5572,Mathematics,Practice,Easy,82.0,27.5,1,54.2,Hard
5573,Mathematics,Textual,Hard,38.1,24.8,2,30.5,Easy
5574,Computer Science,Textual,Easy,49.2,35.1,3,38.1,Easy
5575,Computer Science,Visual,Hard,100.0,69.8,1,75.9,Hard
5576,Computer Science,Textual,Easy,62.4,65.6,5,51.9,Medium
5577,Physics,Visual,Easy,76.8,45.6,3,55.1,Medium
5578,Biology,Textual,Easy,75.1,64.4,3,59.9,Medium
5579,Biology,Practice,Hard,38.1,31.0,4,30.4,Easy
5580,Biology,Practice,Easy,59.8,39.5,1,46.8,Medium
5581,Biology,Visual,Medium,80.9,68.8,5,62.1,Hard
5582,Computer Science,Textual,Hard,55.9,76.5,1,55.9,Medium
5583,Mathematics,Practice,Hard,64.3,56.6,3,52.1,Medium
5584,Computer Science,Visual,Medium,51.9,21.2,1,37.3,Medium
5585,Biology,Practice,Hard,57.4,65.2,3,51.3,Medium
5586,Computer Science,Visual,Hard,62.1,41.0,5,44.4,Medium
5587,Biology,Practice,Medium,42.1,55.8,3,40.8,Easy
5588,Chemistry,Textual,Medium,87.6,46.5,2,61.8,Hard
5589,Mathematics,Textual,Hard,49.2,60.1,3,45.6,Easy
5590,Chemistry,Practice,Hard,67.4,45.7,2,51.4,Medium
5591,Physics,Visual,Medium,58.8,85.9,5,56.2,Medium
5592,Computer Science,Textual,Hard,86.2,59.5,5,62.0,Hard
5593,Physics,Textual,Easy,51.5,26.1,3,36.6,Medium
5594,Computer Science,Practice,Medium,58.3,19.8,2,39.1,Medium
5595,Chemistry,Visual,Easy,49.9,20.0,3,34.0,Easy
5596,Biology,Practice,Easy,33.9,53.9,5,34.1,Easy
5597,Biology,Textual,Medium,77.6,59.4,2,60.6,Medium
5598,Computer Science,Visual,Medium,70.5,5.8,4,39.0,Medium
5599,Biology,Practice,Easy,73.3,63.3,4,57.6,Medium
5600,Chemistry,Visual,Medium,82.2,50.3,5,57.2,Hard
5601,Biology,Textual,Medium,71.6,69.3,2,60.6,Medium
5602,Chemistry,Visual,Hard,63.3,30.5,3,43.8,Medium
5603,Physics,Textual,Hard,73.9,49.4,5,52.8,Medium
5604,Chemistry,Textual,Medium,62.4,49.2,5,47.0,Medium
5605,Mathematics,Textual,Hard,86.7,33.4,1,58.4,Hard
5606,Mathematics,Textual,Medium,64.6,26.0,3,43.1,Medium
5607,Mathematics,Textual,Medium,68.2,59.0,3,54.8,Medium
5608,Computer Science,Visual,Hard,79.5,48.4,4,56.3,Medium
5609,Computer Science,Textual,Medium,100.0,50.9,1,70.3,Hard
5610,Computer Science,Practice,Hard,54.7,65.4,3,50.0,Medium
5611,Chemistry,Practice,Easy,51.7,44.4,3,42.2,Medium
5612,Computer Science,Visual,Easy,66.3,49.7,4,50.1,Medium
5613,Physics,Visual,Medium,58.8,50.3,1,49.5,Medium
5614,Mathematics,Practice,Hard,80.5,50.7,1,60.5,Hard
5615,Chemistry,Textual,Medium,73.0,23.9,2,47.7,Medium
5616,Mathematics,Textual,Hard,53.2,44.7,5,41.0,Medium
5617,Computer Science,Practice,Hard,81.2,62.4,2,63.3,Hard
5618,Chemistry,Visual,Easy,97.7,43.1,1,66.8,Hard
5619,Biology,Textual,Medium,58.0,37.9,4,42.4,Medium
5620,Physics,Practice,Medium,74.9,59.5,2,59.3,Medium
5621,Computer Science,Practice,Medium,37.1,45.2,4,34.1,Easy
5622,Computer Science,Visual,Easy,64.5,35.6,1,47.9,Medium
5623,Physics,Visual,Hard,74.6,32.1,4,48.9,Medium
5624,Physics,Visual,Hard,67.9,44.2,2,51.2,Medium
5625,Biology,Practice,Medium,71.7,35.1,1,51.4,Medium
5626,Computer Science,Visual,Medium,58.3,58.5,1,51.7,Medium
5627,Computer Science,Visual,Easy,88.9,33.6,2,58.5,Hard
5628,Mathematics,Practice,Medium,63.8,49.2,5,47.7,Medium
5629,Chemistry,Visual,Hard,51.6,51.3,2,45.2,Medium
5630,Chemistry,Visual,Hard,69.4,54.5,2,55.0,Medium
5631,Mathematics,Visual,Medium,83.8,68.5,3,65.4,Hard
5632,Chemistry,Visual,Medium,78.3,24.7,1,51.6,Medium
5633,Physics,Textual,Hard,62.2,54.1,3,50.3,Medium
5634,Chemistry,Practice,Medium,96.6,54.3,3,67.6,Hard
5635,Chemistry,Practice,Easy,68.9,28.7,3,46.1,Medium
5636,Mathematics,Textual,Medium,44.3,48.9,4,38.8,Easy
5637,Biology,Textual,Medium,78.9,38.7,2,55.1,Medium
5638,Chemistry,Textual,Easy,67.9,66.0,3,56.8,Medium
5639,Chemistry,Visual,Easy,68.9,36.5,4,47.4,Medium
5640,Biology,Visual,Easy,83.3,41.8,4,56.2,Hard
5641,Mathematics,Practice,Medium,66.1,39.3,1,49.8,Medium
5642,Biology,Visual,Medium,65.6,32.4,2,46.5,Medium
5643,Mathematics,Visual,Easy,51.2,21.8,5,33.1,Medium
5644,Physics,Textual,Easy,62.1,32.5,2,44.8,Medium
5645,Mathematics,Textual,Hard,73.7,47.2,4,53.0,Medium
5646,Physics,Visual,Easy,61.2,49.2,2,49.4,Medium
5647,Physics,Visual,Medium,45.0,57.2,1,44.7,Easy
5648,Mathematics,Textual,Hard,79.8,60.7,2,62.1,Medium
5649,Computer Science,Practice,Medium,80.4,51.0,4,57.5,Hard
5650,Mathematics,Visual,Hard,80.5,56.9,4,59.3,Hard
5651,Chemistry,Textual,Medium,56.1,52.9,3,46.9,Medium
5652,Chemistry,Textual,Easy,69.7,28.5,4,45.4,Medium
5653,Computer Science,Practice,Medium,73.6,50.7,1,57.0,Medium
5654,Physics,Visual,Medium,78.9,45.2,4,55.0,Medium
5655,Computer Science,Visual,Easy,79.3,36.5,2,54.6,Medium
5656,Chemistry,Textual,Medium,48.8,45.2,5,39.0,Easy
5657,Computer Science,Practice,Hard,95.8,50.4,4,65.0,Hard
5658,Mathematics,Visual,Easy,51.9,42.0,1,43.6,Medium
5659,Computer Science,Textual,Medium,45.5,59.9,1,45.7,Easy
5660,Physics,Visual,Medium,26.0,50.1,1,33.0,Easy
5661,Mathematics,Visual,Hard,80.5,58.1,1,62.7,Hard
5662,Biology,Textual,Hard,91.7,63.8,2,69.0,Hard
5663,Chemistry,Visual,Hard,60.5,39.1,3,45.0,Medium
5664,Chemistry,Practice,Medium,43.5,38.3,5,34.2,Easy
5665,Computer Science,Textual,Easy,83.1,62.4,3,63.3,Hard
5666,Mathematics,Textual,Medium,50.5,33.5,3,38.3,Medium
5667,Biology,Textual,Hard,79.3,43.5,3,55.7,Medium
5668,Mathematics,Textual,Hard,56.1,37.7,2,43.4,Medium
5669,Chemistry,Visual,Hard,63.4,30.1,5,41.7,Medium
5670,Mathematics,Practice,Medium,74.8,52.5,4,55.2,Medium
5671,Biology,Practice,Medium,74.9,41.0,4,51.8,Medium
5672,Computer Science,Visual,Medium,71.6,31.1,5,46.1,Medium
5673,Physics,Visual,Easy,92.1,58.9,5,64.7,Hard
5674,Mathematics,Visual,Medium,95.7,25.1,1,60.4,Hard
5675,Physics,Textual,Medium,96.9,42.8,3,64.3,Hard
5676,Chemistry,Textual,Hard,67.4,58.4,1,56.2,Medium
5677,Computer Science,Practice,Medium,71.6,58.7,2,57.4,Medium
5678,Computer Science,Practice,Hard,90.7,51.4,2,64.8,Hard
5679,Mathematics,Textual,Medium,60.2,31.8,5,40.6,Medium
5680,Computer Science,Textual,Easy,63.6,47.4,2,50.0,Medium
5681,Mathematics,Practice,Easy,70.3,50.3,5,51.2,Medium
5682,Mathematics,Textual,Easy,69.7,38.4,4,48.4,Medium
5683,Physics,Textual,Medium,65.7,50.6,3,51.0,Medium
5684,Computer Science,Textual,Easy,56.0,22.8,2,38.8,Medium
5685,Mathematics,Textual,Medium,82.8,18.7,1,52.0,Hard
5686,Physics,Textual,Hard,64.2,35.4,2,46.7,Medium
5687,Biology,Textual,Hard,72.3,55.4,3,55.8,Medium
5688,Physics,Practice,Hard,69.9,57.9,2,56.3,Medium
5689,Physics,Textual,Easy,80.1,25.8,5,48.8,Hard
5690,Mathematics,Textual,Medium,76.8,67.0,2,62.5,Medium
5691,Chemistry,Practice,Easy,66.2,46.3,4,49.0,Medium
5692,Chemistry,Textual,Hard,63.8,21.8,4,40.4,Medium
5693,Chemistry,Visual,Easy,68.3,49.6,2,53.0,Medium
5694,Physics,Visual,Medium,53.4,64.1,1,50.9,Medium
5695,Mathematics,Textual,Medium,57.9,37.7,2,44.3,Medium
5696,Computer Science,Textual,Medium,78.0,59.7,5,57.9,Medium
